product_name,barcode,old_image,new_image,old_price,new_price
Herbária filterezett csalánlevél 25 filter 25 g,5997005330070.0,mageproxy.wolt.com/assets/689b804487a8f04a4a7d8ec0,mageproxy.wolt.com/assets/690b4384f0e433b8a3b0b14a,579.0,649.0
Pickwick eperízű zöld tea indiai citromfűvel 20 filter 30 g,5997100003909.0,mageproxy.wolt.com/assets/689b80f787a8f04a4a7d8fd5,mageproxy.wolt.com/assets/6989d3dbdf12ec286094ac3d,789.0,919.0
Pickwick Gyerektea málnaízű rooibos tea málnadarabokkal 20 filter 30 g,5997100006948.0,mageproxy.wolt.com/assets/689b80f887a8f04a4a7d8fd7,mageproxy.wolt.com/assets/698dc829a51adfa230b31c9b,789.0,919.0
Pickwick Gyerektea erdeigyümölcsízű rooibos tea erdeigyümölcs darabokkal 20 filter 40 g,5997100022078.0,mageproxy.wolt.com/assets/689b80fb87a8f04a4a7d8fdf,mageproxy.wolt.com/assets/69b2023e649ecdda9f3fe154,789.0,919.0
Pickwick csipkebogyó tea hibiszkusszal 20 filter 50 g,5997100029473.0,mageproxy.wolt.com/assets/689b81009bbcfa1dc39bc201,mageproxy.wolt.com/assets/6989d3dfdf12ec286094ac3f,789.0,929.0
Douwe Egberts Omnia Silk szemes pörkölt kávé 1000 g,5997100070093.0,mageproxy.wolt.com/assets/689b81009bbcfa1dc39bc1ff,mageproxy.wolt.com/assets/6943f3f93f31751f2f338870,8999.0,7559.0
"Eduscho Family szemes, pörkölt kávé, 1000 g",5997338170718.0,mageproxy.wolt.com/assets/689b828187a8f04a4a7d9303,mageproxy.wolt.com/assets/69342265c5cb6de83d0d5634,6999.0,7349.0
"Eduscho Family őrölt, pörkölt kávé, 1000 g",5997338170732.0,mageproxy.wolt.com/assets/689b828187a8f04a4a7d9304,mageproxy.wolt.com/assets/69833bed879d20d22ae7f129,7399.0,6824.0
"Eduscho Family őrölt, pörkölt kávé 250 g",5997338187044.0,mageproxy.wolt.com/assets/689b828487a8f04a4a7d930c,mageproxy.wolt.com/assets/6926f31b6980ec1e3ff5d25f,1799.0,1889.0
Soós Premio csiga házi jellegű nyolctojásos száraztészta 200 g,5997346300220.0,mageproxy.wolt.com/assets/689b828987a8f04a4a7d9315,mageproxy.wolt.com/assets/691f0a0006e04050fa7f58e3,649.0,689.0
Soós Premio sodort csiga házi jellegű nyolctojásos száraztészta 200 g,5997346300510.0,mageproxy.wolt.com/assets/689b828b87a8f04a4a7d931a,mageproxy.wolt.com/assets/691f0a0006e04050fa7f58e4,769.0,815.0
Soós Premio csiga négytojásos száraztészta 200 g,5997346301326.0,mageproxy.wolt.com/assets/689b829187a8f04a4a7d9323,mageproxy.wolt.com/assets/691f0a0106e04050fa7f58e6,499.0,519.0
"Bravos 3in1 instant, azonnal oldódó kávéspecialitás 10 x 17 g (170 g)",5997349305215.0,mageproxy.wolt.com/assets/689b82caf18c6aaa80309f7e,mageproxy.wolt.com/assets/69b2024e649ecdda9f3fe169,799.0,884.0
"Detki Vitál kókuszos omlós keksz, cukor hozzáadása nélkül, édesítőszerekkel 180 g",5997380360341.0,mageproxy.wolt.com/assets/689b838487a8f04a4a7d9541,mageproxy.wolt.com/assets/69132d32e9eb908bf84ef8c9,599.0,534.0
Dr. Oetker Eredeti Puding vaníliaízű pudingpor 40 g,5997381315142.0,mageproxy.wolt.com/assets/689b838887a8f04a4a7d954c,mageproxy.wolt.com/assets/69a82647dbcc2d14e2cedc57,209.0,244.0
Dr. Oetker piros tortazselé 12 g,5997381360999.0,mageproxy.wolt.com/assets/689b83a887a8f04a4a7d957c,mageproxy.wolt.com/assets/69b450cf9ec6a96a3e98a7e5,229.0,244.0
Dr. Oetker Vitalis málnás zabkása alappor málnadarabokkal 53 g,5997381361156.0,mageproxy.wolt.com/assets/689b83aa87a8f04a4a7d957f,mageproxy.wolt.com/assets/69945ffcb437c988d58cef3e,285.0,309.0
Dr. Oetker Vitalis banános zabkása alappor banánporral 55 g,5997381361910.0,mageproxy.wolt.com/assets/689b83ab87a8f04a4a7d9581,mageproxy.wolt.com/assets/6960f52233f5684139c93bf0,285.0,309.0
Dr. Oetker Vitalis almás-fahéjas zabkása alappor almadarabokkal 48 g,5997381361934.0,mageproxy.wolt.com/assets/689b83ab87a8f04a4a7d9580,mageproxy.wolt.com/assets/6960f52933f5684139c93bfd,285.0,309.0
Dr. Oetker Vitalis vaníliás zabkása alappor Bourbon vanília kivonattal 52 g,5997381364188.0,mageproxy.wolt.com/assets/689b83aff18c6aaa8030a011,mageproxy.wolt.com/assets/695baf345cd662af9f5c43e9,285.0,309.0
Dr. Oetker Vitalis csokoládés zabkása alappor kakaóbab törettel 61 g,5997381366182.0,mageproxy.wolt.com/assets/689b83b187a8f04a4a7d958b,mageproxy.wolt.com/assets/695baf335cd662af9f5c43e7,285.0,309.0
Dr. Oetker Vitalis erdei gyümölcsös zabkása alappor 53 g,5997381369008.0,mageproxy.wolt.com/assets/689b83b787a8f04a4a7d9595,mageproxy.wolt.com/assets/69a97816f115f4a3251e880b,285.0,309.0
Dr. Oetker brownies süteménypor 436 g,5997381370844.0,mageproxy.wolt.com/assets/689b83bb87a8f04a4a7d959b,mageproxy.wolt.com/assets/69c3c055e24f4a9d75093aba,2399.0,2594.0
Dr. Oetker Vitalis szilvás-fahéjas zabkása alappor 58 g,5997381371308.0,mageproxy.wolt.com/assets/689b83bb87a8f04a4a7d9599,mageproxy.wolt.com/assets/69ce4ccf804cb482365a0fb9,285.0,309.0
"Dr. Oetker Eredeti Puding csokoládéízű pudingpor 44,5 g",5997381371469.0,mageproxy.wolt.com/assets/689b83bb87a8f04a4a7d959a,mageproxy.wolt.com/assets/69147e9143a2bd3cfbf46200,209.0,244.0
"Dr. Oetker Eredeti Puding csokoládéízű pudingpor 3 x 44,5 g",5997381371483.0,mageproxy.wolt.com/assets/689b83bd87a8f04a4a7d959e,mageproxy.wolt.com/assets/69a9780cf115f4a3251e880a,399.0,424.0
Dr. Oetker Eredeti Puding étcsokoládéízű pudingpor 48 g,5997381371490.0,mageproxy.wolt.com/assets/689b83bd87a8f04a4a7d95a0,mageproxy.wolt.com/assets/69a82645dbcc2d14e2cedc56,209.0,244.0
Riceland Expressz Barna rizs 4 x 125 g (500 g),5997465300866.0,mageproxy.wolt.com/assets/689b845487a8f04a4a7d96e0,mageproxy.wolt.com/assets/69b2021d649ecdda9f3fe135,749.0,779.0
Danone Oikos sztracsatellaízű élőflórás krémjoghurt 4 x 125 g,5997536115139.0,mageproxy.wolt.com/assets/689bafab87a8f04a4a7dcde9,mageproxy.wolt.com/assets/6964e97060a0749bb4ffc4e0,819.0,919.0
"Danone Oikos citromos túrótortaízű, élőflórás krémjoghurt 4 x 125 g",5997536119588.0,mageproxy.wolt.com/assets/689bafab87a8f04a4a7dcde7,mageproxy.wolt.com/assets/696e23ed37fecf84c67b94cf,819.0,919.0
Danone Actimel Kids zsírszegény eper-banánízű joghurtital B6- és D-vitaminnal 4 x 100 g (400 g),5997536134314.0,mageproxy.wolt.com/assets/689bb3e087a8f04a4a7ddbbe,mageproxy.wolt.com/assets/692edc60b18c5ba5c5c6240e,799.0,919.0
Danone Danette csokoládés puding 4 x 125 g,5997536141503.0,mageproxy.wolt.com/assets/689b852f87a8f04a4a7d98c8,mageproxy.wolt.com/assets/69df7005ddef9b56faf9e768,899.0,994.0
Danone Danette vaníliaízű puding 4 x 125 g,5997536141510.0,mageproxy.wolt.com/assets/689b852e87a8f04a4a7d98c7,mageproxy.wolt.com/assets/69df7005ddef9b56faf9e767,899.0,994.0
Danone Oikos almáspite ízű élőflórás krémjoghurt 4 x 125 g,5997536304649.0,mageproxy.wolt.com/assets/689b853787a8f04a4a7d98cd,mageproxy.wolt.com/assets/698098e8c740c0136d63b1f9,819.0,919.0
Danone Oikos málnás sajttorta ízű élőflórás krémjoghurt 4 x 125 g,5997536304830.0,mageproxy.wolt.com/assets/689bafab87a8f04a4a7dcde8,mageproxy.wolt.com/assets/699c486833fb99da5472fb14,819.0,919.0
Danone Oikos áfonyás sajttorta ízű élőflórás krémjoghurt 4 x 125 g,5997536305295.0,mageproxy.wolt.com/assets/689bafac87a8f04a4a7dcdf0,mageproxy.wolt.com/assets/6905fd7f57e6990cf4cf2bf6,819.0,919.0
Szatmári étkezési búzadara 1 kg,5997587361042.0,mageproxy.wolt.com/assets/689b857487a8f04a4a7d9948,mageproxy.wolt.com/assets/68e7ac5776f0377a07cb9ab4,409.0,425.0
"Medve natúr kenhető, zsíros ömlesztett sajt 8 x 17,5 g (140 g)",5997684502218.0,mageproxy.wolt.com/assets/68d1440b96bcfcad1bd5d8c7,3b3a956c-cc33-11f0-8d93-badb7b0712df_255532004.jpg,719.0,518.0
"Medve Protein, fitt natúr kenhető, félzsíros ömlesztett sajt 8 x 17,5 g (140 g)",5997684505493.0,mageproxy.wolt.com/assets/689bb5c487a8f04a4a7de126,2cf3129a-cc33-11f0-bad8-b250af97dd51_118428000.jpg,719.0,518.0
"Medve natúr, kenhető, zsíros ömlesztett sajt 100 g",5997684536299.0,mageproxy.wolt.com/assets/689b85e987a8f04a4a7d9a43,28a13cbc-cc33-11f0-9591-7e4c95e66c15_100058000.jpg,499.0,330.0
Sweetab 3in1 Cappuccino azonnal oldódó kávéspecialitás fruktózzal 10 x 10 g (100 g),5997951103605.0,mageproxy.wolt.com/assets/689b868c87a8f04a4a7d9b93,mageproxy.wolt.com/assets/693ab977297d3c038f0bdcf6,849.0,944.0
Gyulai sertés májas 125 g,5998001656164.0,mageproxy.wolt.com/assets/689b86e7f18c6aaa8030a2b5,5983185a-cc33-11f0-95c2-a686a83849eb_377009002.jpg,348.0,202.0
Gyulai mini sertés májas 4 db 200 g,5998001656560.0,mageproxy.wolt.com/assets/689b86e887a8f04a4a7d9c24,a0840cfa-cc33-11f0-ae92-7e4c95e66c15_550342001.jpg,549.0,344.0
Kometa Kemencés szeletelt sült csirkemellsonka 90 g,5998002051838.0,mageproxy.wolt.com/assets/689bb04e87a8f04a4a7dcfd8,mageproxy.wolt.com/assets/69d4e3d7081970206946f126,859.0,839.0
Kometa Kemencés szeletelt sült sertés sonka 90 g,5998002084829.0,mageproxy.wolt.com/assets/689bafeb87a8f04a4a7dcebf,mageproxy.wolt.com/assets/69ce4cad804cb482365a0f8d,859.0,839.0
Kometa Kemencés szeletelt sült tarja 100 g,5998002084843.0,mageproxy.wolt.com/assets/689b8721f18c6aaa8030a307,mageproxy.wolt.com/assets/69ce4cbe804cb482365a0fa7,859.0,839.0
PICK Szalametti szeletelt csemege szalámi 70 g,5998003163929.0,mageproxy.wolt.com/assets/689bb62787a8f04a4a7de282,mageproxy.wolt.com/assets/69a03d4651a90bdd4c2c3a47,749.0,789.0
PICK Szalametti szeletelt paprikás szalámi 70 g,5998003163943.0,mageproxy.wolt.com/assets/689bb62787a8f04a4a7de27f,mageproxy.wolt.com/assets/69a03d4751a90bdd4c2c3a49,749.0,789.0
Cornexi kókuszos müzliszelet kakaós tejbevonótalppal édesítőszerrel 25 g,5998038312675.0,mageproxy.wolt.com/assets/689b87c487a8f04a4a7d9d98,mageproxy.wolt.com/assets/699d99fb69f5f7b0b694aaa2,119.0,129.0
"Cornexi piros gyümölcsös müzliszelet  hozzáadott cukor nélkül, édesítőszerrel 25 g",5998038312705.0,mageproxy.wolt.com/assets/689b87c487a8f04a4a7d9d9a,mageproxy.wolt.com/assets/699d99fb69f5f7b0b694aaa3,119.0,129.0
Mizo zsírszegény kakaós ital 450 ml,5998200460197.0,mageproxy.wolt.com/assets/689b88be87a8f04a4a7d9ee7,mageproxy.wolt.com/assets/698dc7f7a51adfa230b31c0f,489.0,529.0
Mizo tejföl 20% 330 g,5998200462344.0,d99e5034-9549-11f0-bcac-a22965196830_361462004.jpg,mageproxy.wolt.com/assets/699c291a14f2a96f97766c7a,454.0,449.0
Mizo Coffee Selection Pörkölt Pisztácia ízű Latte UHT laktózmentes zsírszegény kávés tej 250 ml,5998200483783.0,mageproxy.wolt.com/assets/689bb3a687a8f04a4a7ddaf4,mageproxy.wolt.com/assets/691db8bda202ec651f11cf8c,399.0,434.0
Mizo Coffee Selection Kókusz-Mandula ízű Latte UHT zsírszegény kávés tej édesítőszerekkel 250 ml,5998200483806.0,mageproxy.wolt.com/assets/689bb3a687a8f04a4a7ddaf5,mageproxy.wolt.com/assets/692edc5fb18c5ba5c5c62409,399.0,434.0
Mizo Coffee Selection Latte UHT zsírszegény kávés tej édesítőszerekkel 250 ml,5998200483820.0,mageproxy.wolt.com/assets/689bb3a687a8f04a4a7ddaf2,mageproxy.wolt.com/assets/692edc5fb18c5ba5c5c62408,399.0,434.0
Mizo Coffee Selection Flat White UHT zsírszegény kávés tej 250 ml,5998200483868.0,mageproxy.wolt.com/assets/689bb3a59bbcfa1dc39bebce,mageproxy.wolt.com/assets/6925a1d84da254f4fa175e77,399.0,434.0
Mizo Coffee Selection Cappuccino laktózmentes zsírszegény kávés tej 250 ml,5998200483929.0,mageproxy.wolt.com/assets/689bb3a687a8f04a4a7ddaf3,mageproxy.wolt.com/assets/6925a1834da254f4fa175db3,399.0,434.0
Mizo Coffee Selection Espresso UHT zsírszegény kávés tej 250 ml,5998200483943.0,mageproxy.wolt.com/assets/689bb3a59bbcfa1dc39bebd0,mageproxy.wolt.com/assets/6925a1834da254f4fa175db1,399.0,434.0
Mizo Protein UHT sovány laktózmentes tej 1 l,5998200484209.0,mageproxy.wolt.com/assets/689b88ecf18c6aaa8030a5d3,mageproxy.wolt.com/assets/698c76a5a51adfa230b31a4a,799.0,755.0
Tolle Trappista felezett zsíros félkemény sajt 700 g,5998201201911.0,16d4d52c-954a-11f0-8f0f-fe702d57b4e4_487238002.jpg,mageproxy.wolt.com/assets/69bbd7cc94e8ba0fb797db73,2622.0,2489.0
Tolle szeletelt trappista sajt 125 g,5998201202208.0,b499816e-9549-11f0-af1f-96ea75821d5b_235980009.jpg,mageproxy.wolt.com/assets/69bbd7cb94e8ba0fb797db66,576.0,545.0
"Tolle Mini zsíros, félkemény trappista sajt 600 g",5998201212603.0,4837fe96-954a-11f0-820a-1e9c2411895c_524788002.jpg,mageproxy.wolt.com/assets/69bbd7ce94e8ba0fb797db7c,2779.0,2639.0
Tolle Light szeletelt trappista sajt 125 g,5998201223630.0,bd3006ea-9549-11f0-ad2c-fa10930c9c51_288527008.jpg,mageproxy.wolt.com/assets/69bbd7cb94e8ba0fb797db6a,576.0,545.0
Tolle laktózmentes ömlesztett sajtkrém 100 g,5998201227706.0,mageproxy.wolt.com/assets/689b89baf18c6aaa8030a717,662df192-cc33-11f0-a725-9ef637085fea_481521001.jpg,539.0,319.0
Karaván szeletelt füstölt zsíros ömlesztett sajt 125 g,5998201564948.0,mageproxy.wolt.com/assets/689b89c7f18c6aaa8030a72d,mageproxy.wolt.com/assets/699c48d333fb99da5472fb4d,849.0,934.0
"Nádudvari zsírszegény élőflórás kefir 1,4% 350 g",5998202943797.0,4f4a-f3ae-11ef-b460-826f7f2bacc0_wst_542942004.jpg,mageproxy.wolt.com/assets/6909f26d5a64760b23662660,329.0,355.0
Nádudvari glutén- és laktózmentes sertés májas 110 g,5998202961609.0,mageproxy.wolt.com/assets/66793daaa1ccf454349a09f7,5dab0140-cc33-11f0-84ad-be842cf38288_405555006.jpg,349.0,158.0
Nádudvari glutén- és laktózmentes majorannás sertés májas 110 g,5998202961616.0,mageproxy.wolt.com/assets/66793cb8a1ccf4543499f4ee,5db0b400-cc33-11f0-ace9-4a0981fc9abf_405559004.jpg,349.0,158.0
"Zöldfarm UHT félzsíros bio tej 2,8% 1 l",5998207722519.0,mageproxy.wolt.com/assets/689b8a1df18c6aaa8030a7a1,mageproxy.wolt.com/assets/69035ae61904c17c3486e42c,799.0,799.0
Hajdú natúr vajkrém 200 g,5998207901860.0,mageproxy.wolt.com/assets/689bb4ee9bbcfa1dc39bed4e,mageproxy.wolt.com/assets/6985df969b8bf6759953056e,599.0,734.0
Hajdú laktózmentes serpenyős & grillsajt 225 g,5998207911302.0,mageproxy.wolt.com/assets/66793d78ad16d3049c1bd129,68b0b09e-cc33-11f0-a379-9ef637085fea_498488007.jpg,1199.0,1295.0
Camping tejszínes kenhető félzsíros ömlesztett sajt 100 g,5998207942931.0,mageproxy.wolt.com/assets/68a54b46e0d98bc2ee5705ca,a0837e70-cc33-11f0-8822-7aa00877b873_550369008.jpg,399.0,253.0
Szarvasi Szeletelt Mozzarella laktózmentes 100 g,5998208926992.0,mageproxy.wolt.com/assets/689b8a93f18c6aaa8030a85d,61cc30d2-cc33-11f0-8258-72b1beacfdd7_464186005.jpg,729.0,755.0
Szarvasi Reszelt Mozzarella 150 g,5998208927449.0,mageproxy.wolt.com/assets/689b8a9787a8f04a4a7da07d,7b444694-cc33-11f0-ad18-4e4f4163fd0e_529060004.jpg,1049.0,1134.0
Kaiser klasszikus májas 200 g,5998279181177.0,mageproxy.wolt.com/assets/689b8af587a8f04a4a7da0c4,5b6d3d1c-cc33-11f0-956c-8e67db3758a2_379923009.jpg,499.0,299.0
Sertésmájaskrém 65 g,5998304051284.0,mageproxy.wolt.com/assets/68c01e94bd456827e99a944e,4320e5ce-cc33-11f0-b23f-668281f0069b_273352004.jpg,219.0,125.0
Családi sertésmájkrém 190 g,5998304062747.0,mageproxy.wolt.com/assets/689b8b279bbcfa1dc39bc450,49e8d4e8-cc33-11f0-8853-8e67db3758a2_317480007.jpg,519.0,310.0
Snack Szeged vagdalt különleges fűszerpaprikával 130 g,5998304062846.0,mageproxy.wolt.com/assets/689b8b289bbcfa1dc39bc454,mageproxy.wolt.com/assets/68ff667d354825699625143d,499.0,539.0
Snack Szeged tavaszi vagdalt 130 g,5998304062877.0,mageproxy.wolt.com/assets/689b8b289bbcfa1dc39bc451,mageproxy.wolt.com/assets/68ff667f3548256996251441,499.0,539.0
Sertésmájkrém 50 g,5998304064949.0,mageproxy.wolt.com/assets/689b8b36f18c6aaa8030a943,54c06c1e-cc33-11f0-9a32-b60082285c0c_365560003.jpg,299.0,125.0
Szegedi Paprika édes szegedi fűszerpaprika-őrlemény 80 g,5998304065717.0,mageproxy.wolt.com/assets/689b8b38f18c6aaa8030a948,mageproxy.wolt.com/assets/68ff6678354825699625142d,739.0,794.0
Chilis libamájkrém hízott libamájból 62 g,5998304070575.0,mageproxy.wolt.com/assets/689b8b4ef18c6aaa8030a971,mageproxy.wolt.com/assets/68ff66793548256996251431,329.0,354.0
Pikáns kacsamájkrém hízott kacsamájból 62 g,5998304070582.0,mageproxy.wolt.com/assets/689b8b51f18c6aaa8030a976,mageproxy.wolt.com/assets/68ff667c3548256996251439,329.0,354.0
Nagyi titka étkezési búzadara 1 kg,5998400561045.0,mageproxy.wolt.com/assets/689b8bf5f18c6aaa8030aad0,mageproxy.wolt.com/assets/68e3b6c0b74a10b788fc1ba3,459.0,479.0
Nagyi titka fehér búzakenyérliszt BL80 1 kg,5998400562288.0,mageproxy.wolt.com/assets/689b8bf9f18c6aaa8030aadb,mageproxy.wolt.com/assets/68e3b6c7b74a10b788fc1baf,469.0,499.0
Nagyi titka teljes kiőrlésű búzaliszt BTKL 1 kg,5998400562400.0,mageproxy.wolt.com/assets/689b8bf9f18c6aaa8030aad8,mageproxy.wolt.com/assets/68e3b6c2b74a10b788fc1ba7,469.0,489.0
Nagyi titka omlós tészta süteményliszt 1 kg,5998400562653.0,mageproxy.wolt.com/assets/689b8bfdf18c6aaa8030aae0,mageproxy.wolt.com/assets/68e3b6c4b74a10b788fc1baa,469.0,499.0
Nagyi titka extra finom süteményliszt 1 kg,5998400563100.0,mageproxy.wolt.com/assets/689b8bfcf18c6aaa8030aadf,mageproxy.wolt.com/assets/68e3b6c2b74a10b788fc1ba8,469.0,499.0
Nescafé Classic azonnal oldódó kávé 200 g,5998710983056.0,mageproxy.wolt.com/assets/689b8d18f18c6aaa8030ad52,mageproxy.wolt.com/assets/6925a1c24da254f4fa175e57,3499.0,3674.0
Milka alpesi tejcsokoládé karamellízű tejes krémtöltelékkel és karamellás töltelékkel 100 g,5998711723491.0,mageproxy.wolt.com/assets/68de712fb16814eaa0e5a2a5,mageproxy.wolt.com/assets/69aebdabf115f4a3251e8d3c,699.0,734.0
Naturland natúr zöld tea 20 filter 30 g,5998794304945.0,mageproxy.wolt.com/assets/68dd1f75e4991e9d3ee0afdc,mageproxy.wolt.com/assets/69205bc406e04050fa7f5ed0,829.0,889.0
Naturland kamillavirág gyógynövénytea 20 filter 28 g,5998794305324.0,mageproxy.wolt.com/assets/68dd1f69e4991e9d3ee0afb0,mageproxy.wolt.com/assets/69205bbc06e04050fa7f5ea4,849.0,919.0
Naturland hársfavirág gyógynövénytea 20 filter 25 g,5998794305331.0,mageproxy.wolt.com/assets/68dd1f75e4991e9d3ee0afdd,mageproxy.wolt.com/assets/69205bc506e04050fa7f5ed3,899.0,974.0
Naturland csipkebogyó gyógynövénytea 20 filter 50 g,5998794305348.0,mageproxy.wolt.com/assets/68dd1f69e4991e9d3ee0afb1,mageproxy.wolt.com/assets/69205bbd06e04050fa7f5ea6,899.0,974.0
Naturland bodzavirág gyógynövénytea 20 filter 30 g,5998794305362.0,mageproxy.wolt.com/assets/68dd1f71e4991e9d3ee0afcb,mageproxy.wolt.com/assets/69205bc106e04050fa7f5ec1,849.0,919.0
Naturland borsosmentalevél gyógynövénytea 20 filter 30 g,5998794305379.0,mageproxy.wolt.com/assets/68dd1f56e4991e9d3ee0af91,mageproxy.wolt.com/assets/69205bb706e04050fa7f5e86,849.0,919.0
Naturland citromfűlevél gyógynövénytea 25 filter 25 g,5998794305416.0,mageproxy.wolt.com/assets/68dd1f76e4991e9d3ee0afe0,mageproxy.wolt.com/assets/69205bc506e04050fa7f5ed4,849.0,919.0
Naturland Rooibos natúr tea 20 filter 30 g,5998794305751.0,mageproxy.wolt.com/assets/68dd1f72e4991e9d3ee0afd1,mageproxy.wolt.com/assets/692844fa3c7e8f4c5cace5fc,899.0,974.0
Naturland tőzegáfonya & echinacea gyümölcstea 20 filter 40 g,5998794308110.0,mageproxy.wolt.com/assets/68dd1f4fe4991e9d3ee0af75,mageproxy.wolt.com/assets/69205ba306e04050fa7f5e6b,899.0,974.0
Naturland gránátalma & csipkebogyó gyümölcstea 20 filter 40 g,5998794308332.0,mageproxy.wolt.com/assets/68dd1f77e4991e9d3ee0afe1,mageproxy.wolt.com/assets/69205bc506e04050fa7f5ed6,899.0,964.0
"Kőbányai világos sör 4,3% 0,33 l",5998817313398.0,mageproxy.wolt.com/assets/689b8dfcf18c6aaa8030af24,mageproxy.wolt.com/assets/6932d078fb724c46d5246f87,329.0,364.0
"Kőbányai világos sör 4,3% 6 x 0,5 l",5998817313718.0,mageproxy.wolt.com/assets/689b8e01f18c6aaa8030af2b,mageproxy.wolt.com/assets/6932d078fb724c46d5246f86,2399.0,2559.0
"Miller Genuine Draft világos sör 4,7% 0,5 l",5998817530863.0,mageproxy.wolt.com/assets/689b8e48f18c6aaa8030afab,mageproxy.wolt.com/assets/68e3b6e7b74a10b788fc1be8,549.0,574.0
"Staropramen Dark minőségi barna sör 4,4% 0,5 l",5998817530986.0,mageproxy.wolt.com/assets/68caaa2d96bcfcad1bd5b4b8,mageproxy.wolt.com/assets/6911db3f68c326e1b0679cc6,489.0,554.0
"Staropramen minőségi világos sör 5% 0,33 l",5998817531020.0,mageproxy.wolt.com/assets/689b8e4df18c6aaa8030afbb,mageproxy.wolt.com/assets/694545cb3f31751f2f339ca5,399.0,395.0
"Staropramen minőségi világos sör 5% 0,5 l",5998817531044.0,mageproxy.wolt.com/assets/68a3427be0d98bc2ee56b467,mageproxy.wolt.com/assets/690c958ff365b197a3603c77,489.0,514.0
"Stella Artois minőségi világos sör 5% 0,33 l",5998817531181.0,mageproxy.wolt.com/assets/689b8e4df18c6aaa8030afb9,mageproxy.wolt.com/assets/691f0a3706e04050fa7f597c,419.0,439.0
"Stella Artois minőségi világos sör 5% 0,5 l",5998817531204.0,mageproxy.wolt.com/assets/689b8e4cf18c6aaa8030afb7,mageproxy.wolt.com/assets/69205bf406e04050fa7f5f1a,519.0,544.0
"Staropramen Unfiltered minőségi világos, szűretlen sör 5% 0,5 l",5998817531464.0,mageproxy.wolt.com/assets/68c413402c60b119670effc1,mageproxy.wolt.com/assets/69302ddefd831a492a8a7e15,489.0,554.0
"Staropramen alkoholmentes világos sör 0,0% 0,5 l",5998817531686.0,mageproxy.wolt.com/assets/689b8e5cf18c6aaa8030afdb,mageproxy.wolt.com/assets/694545ca3f31751f2f339ca3,489.0,524.0
"Pécsi Sör Prémium Lager bio minőségi világos sör 5% 0,5 l",5998817919491.0,mageproxy.wolt.com/assets/689b8e6ff18c6aaa8030b012,mageproxy.wolt.com/assets/68dfc2ffb16814eaa0e5a97f,449.0,490.0
"Pécsi Sör Prémium Meggy világos sör és meggy ízű szénsavas üdítőital keverék 4% 0,5 l",5998817919521.0,mageproxy.wolt.com/assets/689b8e6ff18c6aaa8030b00f,mageproxy.wolt.com/assets/6932d082fb724c46d5246fa2,469.0,524.0
"Gösser Natur Zitrone áfonya-citrom ízű alkoholmentes sörital 0,0% 500 ml",5998818174097.0,mageproxy.wolt.com/assets/689b8e7e9bbcfa1dc39bc7b0,mageproxy.wolt.com/assets/698f199d960776714feee167,439.0,469.0
"Gösser Natur Zitrone mangó-citrom ízű alkoholmentes sörital 0,0% 500 ml",5998818174127.0,mageproxy.wolt.com/assets/689b8e7f9bbcfa1dc39bc7b2,mageproxy.wolt.com/assets/698f199e960776714feee169,439.0,469.0
"Gösser Natur Zitrone citromos alkoholmentes sörital 0,0% 500 ml",5998818174134.0,mageproxy.wolt.com/assets/68da7c5fe4991e9d3ee0823a,mageproxy.wolt.com/assets/698f199d960776714feee168,439.0,469.0
"Gösser Natur Zitrone citromos sörital 2,0% 500 ml",5998818174158.0,mageproxy.wolt.com/assets/689b8e80f18c6aaa8030b041,mageproxy.wolt.com/assets/698f199e960776714feee16a,439.0,469.0
Gösser Premium minőségi világos sör 5% 500 ml,5998818174165.0,mageproxy.wolt.com/assets/689b8e80f18c6aaa8030b043,mageproxy.wolt.com/assets/698f199f960776714feee16b,469.0,500.0
Gösser Premium minőségi világos sör 5% 330 ml,5998818174172.0,mageproxy.wolt.com/assets/689b8e80f18c6aaa8030b044,mageproxy.wolt.com/assets/698f199f960776714feee16c,439.0,409.0
"Heineken minőségi világos sör 5%, 500 ml",5998818174202.0,mageproxy.wolt.com/assets/689b8e80f18c6aaa8030b040,mageproxy.wolt.com/assets/69bae8610223286ef4f352ba,509.0,544.0
"Heineken Original minőségi világos sör 5% 0,33 l",5998818174219.0,mageproxy.wolt.com/assets/689b8e82f18c6aaa8030b047,mageproxy.wolt.com/assets/698f19a0960776714feee16d,419.0,449.0
"Heineken 0.0 alkoholmentes világos sör 0,0% 0,33 l",5998818174257.0,mageproxy.wolt.com/assets/689b8e82f18c6aaa8030b048,mageproxy.wolt.com/assets/68ff66753548256996251428,419.0,449.0
"Soproni Lager világos sör 4,5% 500 ml",5998818174288.0,mageproxy.wolt.com/assets/689bb1f587a8f04a4a7dd538,mageproxy.wolt.com/assets/69bae8610223286ef4f352b9,439.0,469.0
"Soproni alkoholmentes világos sör 0,0% 500 ml",5998818174318.0,mageproxy.wolt.com/assets/689bb15287a8f04a4a7dd302,mageproxy.wolt.com/assets/698f19b5960776714feee189,439.0,469.0
"Soproni Óvatos Duhaj Démon barna sör karamellmalátával 5,2% 500 ml",5998818174356.0,mageproxy.wolt.com/assets/689bb1f587a8f04a4a7dd53a,mageproxy.wolt.com/assets/69d39289f17312ee6578e4e0,509.0,554.0
